Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T23:54:59.000Z,False,理屈じゃねぇンす,0,0,2,79,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T23:54:06.000Z,False,歩くテムテムさん、ありがとうございます現在敗北濃厚ですが楽しみたいと思います,1,0,1,"5,386",[],[],"['\\U0001f60a', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T23:11:58.000Z,False,今の私の状態、すでに生命が削られてるンだわでも見届けてほしいンだわ,0,0,1,155,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T23:08:51.000Z,False,うぃるずさん、ありがとうございます,0,0,1,48,[],[],"['\\U0001f64f', '\\u2728']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T23:00:37.000Z,False,ふるちゃんさん、ありがとうございます未来を楽しみましょー,1,0,2,59,[],[],"['\\U0001f64f', '\\U0001f64f', '\\u2728']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:55:56.000Z,False,ぼぼんぼさんのこと応援してますトヨタ、ENEOSもいい銘柄なンだわ,0,0,1,42,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:47:19.000Z,False,破滅か勝利か見届けてほしいンだわ,1,0,0,45,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:46:13.000Z,False,"フォロワーさん2,400人突破投資家さん、お金配りの富豪、エロエッチお姉さん色々な方から力を貰っています。日々感謝です三菱UFJ信用取引全力投資継続です、今の所大暴落だけど来年には脳汁プッシャーだすンだわ～(˶ඕ ⌔ ඕ˶)
追証なりそうどけど…

これからもよろしくお願いしますンだわ",10,0,151,"5,063",[],[],"['\\u203c\\ufe0f', '\\U0001f64f', '\\u2728', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Ajit Gupta(Rahul),@AjitguptaRahul,2023-09-29T22:42:47.000Z,True,#nifty50 #chart #Tredline Support  and Resistance#educacion purpose Not Buy And Sale,0,0,0,113,"['#nifty50', '#chart', '#Tredline', '#educacion']",[],[],https://pbs.twimg.com/profile_images/1545503736604139528/AdwsQAEF_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:36:13.000Z,False,"9月30日今日は何の日
⇒『核燃料工場で国内初の臨界事故』

日本の原子力史上初となる「臨界事故」は、1999年9月30日、茨城県東海村の核燃料加工会社JCOで起きた。作業員3人が大量に被曝し、半径10キロの住民は自宅退避。国承認の作業手順を無視し、「裏マニュアル」で違法作業を繰り返していた。",1,3,54,"2,694",[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:27:17.000Z,False,人生常に全力なんで信用全力なンだわ後悔する可能性大かもだけど見届けて欲しいンだわ,0,0,0,579,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:26:13.000Z,False,やってくしかねぇンだわ,0,0,0,"1,742",[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:25:38.000Z,False,妻が正しいのはわかるンだわしかし人生1度きりなので勝負したいンだわ,0,0,0,637,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:24:42.000Z,False,見届けてほしいンだわ破滅か勝利か,0,0,1,"3,253",[],[],"['\\u203c\\ufe0f', '\\u270c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:23:57.000Z,False,共働きだからこそできる、全力信用取引なンだわもう戻れねぇンだわ,0,0,3,105,[],[],"['\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:23:08.000Z,False,とりあえず信用期限の3月までは保有してみようと思うので見届けて欲しいンすそこまで持たずに追証で終わる可能性有りますが。。,1,0,12,10.5K,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:21:24.000Z,False,"パチンコとかやった事ないけど、やったらハマっちゃうのかも。
共働きだからこそできる全力投資、人生楽しくギャンブル依存なンだわ",1,1,1,"1,336",[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:19:00.000Z,False,三菱UFJは最強の銀行なンだわ,0,0,1,823,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:18:20.000Z,False,共働きだからこそできる賭けですね、人生1度きりなんで好きにやっちゃうんです,0,0,3,"1,269",[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:17:12.000Z,False,1度きりの人生楽しまなくちゃな精神なんです,1,0,2,163,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:16:24.000Z,False,1度きりの人生、楽しまなくちゃ,0,0,0,84,[],[],['\\u203c\\ufe0f'],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
シンチャオ︰三菱UFJ全力少年(Lv35),@Nifty50JEPI1489,2023-09-29T22:15:55.000Z,False,妻にはこう言います,0,0,8,"1,270",[],[],[],https://pbs.twimg.com/profile_images/1613035622637400064/aCQEOj87_normal.jpg
Nifty50+,@queenmiserable,2023-09-29T21:59:42.000Z,False,Get that deposit.  See how quick those mo fos get to their appointment ,0,0,1,8,[],[],['\\U0001f923'],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Nifty50+,@queenmiserable,2023-09-29T21:58:48.000Z,False,Ewwww,0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Nifty50+,@queenmiserable,2023-09-29T21:58:09.000Z,False,,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1704034813022203904/BmykoqfZ_normal.jpg
Trading in Real Zone,@TradingRealZone,2023-09-29T21:14:34.000Z,False,"#nifty50 probability of being in sideways in next week.

Trade with small quantity to avoid big risk.",0,0,0,20,['#nifty50'],[],[],https://pbs.twimg.com/profile_images/1707824514237870082/zfUcNGqz_normal.jpg
うみ,@268i54zyuO4A14C,2023-09-29T20:32:12.000Z,False,NIFTY50,0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1680679047574212608/UCBZm9cn_normal.jpg
stockar,@RVhagade,2023-09-29T20:28:12.000Z,False,#Nifty #nifty50 #niftyOptions #StocksToBuy #stockmarketcrash #StockMarketindia,0,0,0,137,"['#Nifty', '#nifty50', '#niftyOptions', '#StocksToBuy', '#stockmarketcrash', '#StockMarketindia']",[],[],https://pbs.twimg.com/profile_images/1629553120257908736/clJlvjlj_normal.jpg
